Entity,Code,Year,Life expectancy
Paraguay,PRY,1980,67
Peru,PER,1980,60
Philippines,PHL,1980,64
Poland,POL,1980,71
Portugal,PRT,1980,72
Puerto Rico,PRI,1980,74
Qatar,QAT,1980,73
Reunion,REU,1980,69
Romania,ROU,1980,70
Russia,RUS,1980,67
Rwanda,RWA,1980,49
Saint Barthlemy,,1980,70
Saint Helena,SHN,1980,72
Saint Kitts and Nevis,KNA,1980,66
Saint Lucia,LCA,1980,68
Saint Martin (French part),MAF,1980,70
Saint Pierre and Miquelon,SPM,1980,74
Saint Vincent and the Grenadines,VCT,1980,68
Samoa,WSM,1980,64
San Marino,SMR,1980,77
Sao Tome and Principe,STP,1980,60
Saudi Arabia,SAU,1980,63
Senegal,SEN,1980,49
Serbia,SRB,1980,70
Seychelles,SYC,1980,70
Sierra Leone,SLE,1980,40
Singapore,SGP,1980,72
Sint Maarten (Dutch part),SXM,1980,73
Slovakia,SVK,1980,71
Slovenia,SVN,1980,71
Solomon Islands,SLB,1980,62
Somalia,SOM,1980,45
South Africa,ZAF,1980,58
South Korea,KOR,1980,66
South Sudan,SSD,1980,39
Spain,ESP,1980,75
Sri Lanka,LKA,1980,68
Sudan,SDN,1980,54
Suriname,SUR,1980,66
Sweden,SWE,1980,76
Switzerland,CHE,1980,76
Syria,SYR,1980,66
Taiwan,TWN,1980,71
Tajikistan,TJK,1980,57
Tanzania,TZA,1980,50
Thailand,THA,1980,64
Timor,TLS,1980,34
Togo,TGO,1980,52
Tokelau,TKL,1980,71
Tonga,TON,1980,67
Trinidad and Tobago,TTO,1980,67
Tunisia,TUN,1980,62
Turkey,TUR,1980,59
Turkmenistan,TKM,1980,61
Turks and Caicos Islands,TCA,1980,69
Tuvalu,TUV,1980,59
Uganda,UGA,1980,50
Ukraine,UKR,1980,69
United Arab Emirates,ARE,1980,68
United Kingdom,GBR,1980,74
United States,USA,1980,74
United States Virgin Islands,VIR,1980,72
Uruguay,URY,1980,70
Uzbekistan,UZB,1980,65
Vanuatu,VUT,1980,60
Vatican,VAT,1980,63
Venezuela,VEN,1980,69
Vietnam,VNM,1980,68
Wallis and Futuna,WLF,1980,68
Western Sahara,ESH,1980,50
World,OWID_WRL,1980,61
Yemen,YEM,1980,49
Zambia,ZMB,1980,53
Zimbabwe,ZWE,1980,60
